Responsible_actor;SUMleges;Case ID;Aanleg (Uitvoeren werk of werkzaamheid);Bouw;Brandveilig gebruik (vergunning);Gebiedsbescherming;Handelen in strijd met regels RO;Inrit/Uitweg;Kap;Milieu (neutraal wijziging);Milieu (omgevingsvergunning beperkte milieutoets);Milieu (vergunning);Monument;Reclame;Sloop;Activity;monitoringResource;question;Resource;Complete Timestamp;duration;month;weekday;hour;remtime
560852;1784.2938;5192098;0;1;0;0;0;0;0;0;0;0;0;0;0;15_NGV_010\\complete;560852;False;560852;2011-09-21 22:35:24;0.0833333333333;9;2;22;4138901.0
560852;1784.2938;5192098;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_250\\complete;560852;EMPTY;560852;2011-09-21 22:35:19;0.0333333333333;9;2;22;4138906.0
560852;1784.2938;5192098;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_200\\complete;560852;False;560852;2011-09-21 22:35:17;0.0;9;2;22;4138908.0
560852;1784.2938;5192098;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_195\\complete;560852;EMPTY;560852;2011-09-21 22:35:17;0.0;9;2;22;4138908.0
560852;1784.2938;5192098;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_190\\complete;560852;True;560852;2011-09-21 22:35:17;0.05;9;2;22;4138908.0
560852;1784.2938;5192098;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_180\\complete;560852;False;560852;2011-09-21 22:35:14;0.05;9;2;22;4138911.0
560852;1784.2938;5192098;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_120\\complete;560852;EMPTY;560852;2011-09-21 22:35:11;0.133333333333;9;2;22;4138914.0
560852;1784.2938;5192098;0;1;0;0;0;0;0;0;0;0;0;0;0;07_OPS_010\\complete;560852;False;560852;2011-09-21 22:35:03;0.166666666667;9;2;22;4138922.0
560852;1784.2938;5192098;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_110\\complete;560852;EMPTY;560852;2011-09-21 22:34:53;0.133333333333;9;2;22;4138932.0
560852;1784.2938;5192098;0;1;0;0;0;0;0;0;0;0;0;0;0;05_EIND_010\\complete;560852;False;560852;2011-09-21 22:34:45;0.116666666667;9;2;22;4138940.0
560852;1784.2938;5192098;0;1;0;0;0;0;0;0;0;0;0;0;0;14_VRIJ_010\\complete;560852;False;560852;2011-09-21 22:34:38;93941.35;9;2;22;4138947.0
560852;1784.2938;5192098;0;1;0;0;0;0;0;0;0;0;0;0;0;other;560852;EMPTY;560781;2011-07-18 16:53:17;0.0;7;0;16;9775428.0
560852;1784.2938;5192098;0;1;0;0;0;0;0;0;0;0;0;0;0;other;560852;EMPTY;560781;2011-07-18 16:53:17;0.2;7;0;16;9775428.0
560852;1784.2938;5192098;0;1;0;0;0;0;0;0;0;0;0;0;0;06_VD_030_2\\complete;560852;EMPTY;560781;2011-07-18 16:53:05;0.0;7;0;16;9775440.0
560852;1784.2938;5192098;0;1;0;0;0;0;0;0;0;0;0;0;0;other;560852;EMPTY;560781;2011-07-18 16:53:05;0.183333333333;7;0;16;9775440.0
560852;1784.2938;5192098;0;1;0;0;0;0;0;0;0;0;0;0;0;06_VD_020\\complete;560852;42;560781;2011-07-18 16:52:54;0.0;7;0;16;9775451.0
560852;1784.2938;5192098;0;1;0;0;0;0;0;0;0;0;0;0;0;06_VD_030_1\\complete;560852;EMPTY;560781;2011-07-18 16:52:54;0.133333333333;7;0;16;9775451.0
560852;1784.2938;5192098;0;1;0;0;0;0;0;0;0;0;0;0;0;06_VD_010\\complete;560852;True;560781;2011-07-18 16:52:46;26452.7666667;7;0;16;9775459.0
560852;1784.2938;5192098;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_101\\complete;560852;other;560752;2011-06-30 08:00:00;7966.8;6;3;8;11362625.0
560852;1784.2938;5192098;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_2\\complete;560852;EMPTY;560752;2011-06-24 19:13:12;0.0;6;4;19;11840633.0
560852;1784.2938;5192098;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_1\\complete;560852;EMPTY;560752;2011-06-24 19:13:12;0.0166666666667;6;4;19;11840633.0
560852;1784.2938;5192098;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_060\\complete;560852;True;560752;2011-06-24 19:13:11;0.05;6;4;19;11840634.0
560852;1784.2938;5192098;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_050\\complete;560852;False;560752;2011-06-24 19:13:08;0.0;6;4;19;11840637.0
560852;1784.2938;5192098;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_040\\complete;560852;False;560752;2011-06-24 19:13:08;0.0166666666667;6;4;19;11840637.0
560852;1784.2938;5192098;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_020\\complete;560852;False;560752;2011-06-24 19:13:07;0.1;6;4;19;11840638.0
560852;1784.2938;5192098;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_015\\complete;560852;EMPTY;560752;2011-06-24 19:13:01;0.0;6;4;19;11840644.0
560852;1784.2938;5192098;0;1;0;0;0;0;0;0;0;0;0;0;0;03_GBH_005\\complete;560852;True;560752;2011-06-24 19:13:01;6433.01666667;6;4;19;11840644.0
560852;1784.2938;5192098;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_010\\complete;560852;EMPTY;560752;2011-06-20 08:00:00;0.0;6;0;8;12226625.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_BB_630\\complete;560849;False;560752;2012-02-03 19:11:47;42371.7833333;2;4;19;0.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_530\\complete;560849;EMPTY;560781;2012-01-05 09:00:00;20952.4666667;1;3;9;2542307.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_520\\complete;560849;EMPTY;560781;2011-12-21 19:47:32;0.133333333333;12;2;19;3799455.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_510_2\\complete;560849;EMPTY;560781;2011-12-21 19:47:24;0.0;12;2;19;3799463.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_510_1\\complete;560849;EMPTY;560781;2011-12-21 19:47:24;2847.11666667;12;2;19;3799463.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_495\\complete;560849;EMPTY;560781;2011-12-19 20:20:17;0.0333333333333;12;0;20;3970290.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_490_3\\complete;560849;EMPTY;560781;2011-12-19 20:20:15;0.0166666666667;12;0;20;3970292.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_490_2\\complete;560849;EMPTY;560781;2011-12-19 20:20:14;0.0166666666667;12;0;20;3970293.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_470\\complete;560849;False;560781;2011-12-19 20:20:13;0.0333333333333;12;0;20;3970294.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_490_1\\complete;560849;EMPTY;560781;2011-12-19 20:20:13;0.0;12;0;20;3970294.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;10_UOV_180\\complete;560849;False;560781;2011-12-19 20:20:11;1.85;12;0;20;3970296.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;10_UOV_060\\complete;560849;False;560781;2011-12-19 20:18:20;66918.3333333;12;0;20;3970407.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;10_UOV_035\\complete;560849;EMPTY;560752;2011-11-03 09:00:00;0.0;11;3;9;7985507.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;10_UOV_030\\complete;560849;EMPTY;560752;2011-11-03 09:00:00;9472.6;11;3;9;7985507.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;10_UOV_050_1\\complete;560849;EMPTY;560752;2011-10-27 19:07:24;0.0;10;3;19;8553863.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;10_UOV_050_2\\complete;560849;EMPTY;560752;2011-10-27 19:07:24;0.0333333333333;10;3;19;8553863.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;10_UOV_045\\complete;560849;EMPTY;560752;2011-10-27 19:07:22;0.216666666667;10;3;19;8553865.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;10_UOV_040\\complete;560849;EMPTY;560752;2011-10-27 19:07:22;0.0;10;3;19;8553865.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;10_UOV_010\\complete;560849;True;560752;2011-10-27 19:07:09;0.0833333333333;10;3;19;8553878.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_465\\complete;560849;EMPTY;560752;2011-10-27 19:07:04;2947.43333333;10;3;19;8553883.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_460\\complete;560849;EMPTY;560752;2011-10-25 17:59:38;0.0;10;1;17;8730729.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_446\\complete;560849;True;560752;2011-10-25 17:59:38;0.116666666667;10;1;17;8730729.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_445\\complete;560849;EMPTY;560752;2011-10-25 17:59:31;0.0;10;1;17;8730736.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_440_2\\complete;560849;EMPTY;560752;2011-10-25 17:59:31;0.1;10;1;17;8730736.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_330\\complete;560849;False;560752;2011-10-25 17:59:25;0.0;10;1;17;8730742.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_440_1\\complete;560849;EMPTY;560752;2011-10-25 17:59:25;0.0;10;1;17;8730742.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_260\\complete;560849;EMPTY;560752;2011-10-25 17:59:25;0.0;10;1;17;8730742.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_375\\complete;560849;EMPTY;560752;2011-10-25 17:59:25;0.0;10;1;17;8730742.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_370\\complete;560849;EMPTY;560752;2011-10-25 17:59:25;0.0;10;1;17;8730742.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_380\\complete;560849;False;560752;2011-10-25 17:59:25;0.0;10;1;17;8730742.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;09_AH_I_010\\complete;560849;False;560752;2011-10-25 17:59:25;0.0166666666667;10;1;17;8730742.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_250\\complete;560849;EMPTY;560752;2011-10-25 17:59:24;0.0333333333333;10;1;17;8730743.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_200\\complete;560849;False;560752;2011-10-25 17:59:22;0.0833333333333;10;1;17;8730745.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_190\\complete;560849;True;560752;2011-10-25 17:59:22;0.0;10;1;17;8730745.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_270\\complete;560849;False;560752;2011-10-25 17:59:22;0.0;10;1;17;8730745.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_195\\complete;560849;EMPTY;560752;2011-10-25 17:59:22;0.0;10;1;17;8730745.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_180\\complete;560849;False;560752;2011-10-25 17:59:17;0.616666666667;10;1;17;8730750.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_120\\complete;560849;EMPTY;560752;2011-10-25 17:58:40;0.15;10;1;17;8730787.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;06_VD_010\\complete;560849;False;560752;2011-10-25 17:58:31;6949.18333333;10;1;17;8730796.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;07_OPS_010\\complete;560849;False;560852;2011-10-20 22:09:20;5.65;10;3;22;9147747.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_110\\complete;560849;EMPTY;560852;2011-10-20 22:03:41;371.733333333;10;3;22;9148086.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_130\\complete;560849;False;560752;2011-10-20 15:51:57;0.216666666667;10;3;15;9170390.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;08_AWB45_030\\complete;560849;True;560752;2011-10-20 15:51:44;0.2;10;3;15;9170403.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_065_1\\complete;560849;EMPTY;560752;2011-10-20 15:51:32;0.0;10;3;15;9170415.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;05_EIND_010\\complete;560849;False;560752;2011-10-20 15:51:32;0.0;10;3;15;9170415.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_130\\complete;560849;False;560752;2011-10-20 15:51:32;0.0;10;3;15;9170415.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;08_AWB45_010\\complete;560849;42;560752;2011-10-20 15:51:32;0.0;10;3;15;9170415.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_015\\complete;560849;EMPTY;560752;2011-10-20 15:51:32;29271.5333333;10;3;15;9170415.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_120\\complete;560849;EMPTY;560752;2011-10-20 15:51:32;0.0;10;3;15;9170415.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_110\\complete;560849;EMPTY;560752;2011-10-20 15:51:32;0.0;10;3;15;9170415.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;08_AWB45_020_1\\complete;560849;EMPTY;560752;2011-10-20 15:51:32;0.0;10;3;15;9170415.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_190\\complete;560849;False;560752;2011-10-20 15:51:32;0.0;10;3;15;9170415.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;03_GBH_005\\complete;560849;True;560752;2011-10-20 15:51:32;0.0;10;3;15;9170415.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_050\\complete;560849;False;560752;2011-10-20 15:51:32;0.0;10;3;15;9170415.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_020\\complete;560849;False;560752;2011-10-20 15:51:32;0.0;10;3;15;9170415.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;14_VRIJ_010\\complete;560849;False;560752;2011-10-20 15:51:32;0.0;10;3;15;9170415.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_060\\complete;560849;False;560752;2011-10-20 15:51:32;0.0;10;3;15;9170415.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;04_BPT_010\\complete;560849;False;560752;2011-10-20 15:51:32;0.0;10;3;15;9170415.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_040\\complete;560849;False;560752;2011-10-20 15:51:32;0.0;10;3;15;9170415.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;04_BPT_030\\complete;560849;False;560752;2011-10-20 15:51:32;0.0;10;3;15;9170415.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_090\\complete;560849;True;560752;2011-10-20 15:51:32;0.0;10;3;15;9170415.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_101\\complete;560849;other;560752;2011-10-20 15:51:32;0.0;10;3;15;9170415.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;04_BPT_020\\complete;560849;Uitgebreid;560752;2011-10-20 15:51:32;0.0;10;3;15;9170415.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_180\\complete;560849;False;560752;2011-10-20 15:51:32;0.0;10;3;15;9170415.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;08_AWB45_040\\complete;560849;other;560752;2011-09-30 08:00:00;31680.0;9;4;8;10926707.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;08_AWB45_020_2\\complete;560849;EMPTY;560821;2011-09-08 08:00:00;108781.233333;9;3;8;12827507.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_065_2\\complete;560849;EMPTY;560752;2011-06-24 18:58:46;4978.76666667;6;4;18;19354381.0
560849;1058.7574;5193001;0;1;0;0;0;0;0;0;0;1;0;0;0;01_HOOFD_010\\complete;560849;EMPTY;560752;2011-06-21 08:00:00;0.0;6;1;8;19653107.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;01_BB_540\\complete;560852;False;560752;2011-09-07 16:25:13;39385.2166667;9;2;16;0.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_530\\complete;560852;EMPTY;560752;2011-08-11 08:00:00;31173.5833333;8;3;8;2363113.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_520\\complete;560852;EMPTY;560752;2011-07-20 16:26:25;506.416666667;7;2;16;4233528.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_2\\complete;560852;EMPTY;560752;2011-07-20 08:00:00;877.65;7;2;8;4263913.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_510_1\\complete;560852;EMPTY;560752;2011-07-19 17:22:21;0.0333333333333;7;1;17;4316572.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_495\\complete;560852;EMPTY;560752;2011-07-19 17:22:19;0.05;7;1;17;4316574.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_2\\complete;560852;EMPTY;560752;2011-07-19 17:22:16;0.0;7;1;17;4316577.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_3\\complete;560852;EMPTY;560752;2011-07-19 17:22:16;0.0333333333333;7;1;17;4316577.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_490_1\\complete;560852;EMPTY;560752;2011-07-19 17:22:14;0.05;7;1;17;4316579.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_480\\complete;560852;False;560752;2011-07-19 17:22:11;5401.68333333;7;1;17;4316582.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_470\\complete;560852;False;560852;2011-07-15 23:20:30;0.05;7;4;23;4640683.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_430\\complete;560852;False;560852;2011-07-15 23:20:27;0.05;7;4;23;4640686.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_380\\complete;560852;False;560852;2011-07-15 23:20:24;0.1;7;4;23;4640689.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_375\\complete;560852;EMPTY;560852;2011-07-15 23:20:18;0.0;7;4;23;4640695.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_370\\complete;560852;EMPTY;560852;2011-07-15 23:20:18;0.05;7;4;23;4640695.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;09_AH_I_010\\complete;560852;False;560852;2011-07-15 23:20:15;0.05;7;4;23;4640698.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_330\\complete;560852;False;560852;2011-07-15 23:20:12;3.83333333333;7;4;23;4640701.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_260\\complete;560852;EMPTY;560852;2011-07-15 23:16:22;0.0666666666667;7;4;23;4640931.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;15_NGV_010\\complete;560852;False;560852;2011-07-15 23:16:18;0.133333333333;7;4;23;4640935.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_250\\complete;560852;EMPTY;560852;2011-07-15 23:16:10;0.0333333333333;7;4;23;4640943.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_200\\complete;560852;False;560852;2011-07-15 23:16:08;0.0666666666667;7;4;23;4640945.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_195\\complete;560852;EMPTY;560852;2011-07-15 23:16:04;0.0;7;4;23;4640949.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_190\\complete;560852;True;560852;2011-07-15 23:16:04;0.0833333333333;7;4;23;4640949.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_180\\complete;560852;False;560852;2011-07-15 23:15:59;0.0666666666667;7;4;23;4640954.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_120\\complete;560852;EMPTY;560852;2011-07-15 23:15:55;0.05;7;4;23;4640958.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_110\\complete;560852;EMPTY;560852;2011-07-15 23:15:52;11535.8;7;4;23;4640961.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;07_OPS_010\\complete;560852;False;560852;2011-07-07 23:00:04;0.3;7;3;23;5333109.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;05_EIND_010\\complete;560852;False;560852;2011-07-07 22:59:46;0.166666666667;7;3;22;5333127.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;14_VRIJ_010\\complete;560852;False;560852;2011-07-07 22:59:36;899.6;7;3;22;5333137.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_101\\complete;560852;other;560752;2011-07-07 08:00:00;12960.0;7;3;8;5387113.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_2\\complete;560852;EMPTY;560752;2011-06-28 08:00:00;890.35;6;1;8;6164713.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_065_1\\complete;560852;EMPTY;560752;2011-06-27 17:09:39;0.0333333333333;6;0;17;6218134.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_060\\complete;560852;True;560752;2011-06-27 17:09:37;0.0666666666667;6;0;17;6218136.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_050\\complete;560852;False;560752;2011-06-27 17:09:33;0.0166666666667;6;0;17;6218140.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_040\\complete;560852;False;560752;2011-06-27 17:09:32;0.266666666667;6;0;17;6218141.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_020\\complete;560852;False;560752;2011-06-27 17:09:16;6.86666666667;6;0;17;6218157.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;03_GBH_005\\complete;560852;True;560752;2011-06-27 17:02:24;0.05;6;0;17;6218569.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_015\\complete;560852;EMPTY;560752;2011-06-27 17:02:21;7742.35;6;0;17;6218572.0
560852;11827.619;5195049;0;1;0;0;0;0;0;0;0;0;0;0;0;01_HOOFD_010\\complete;560752;EMPTY;560752;2011-06-22 08:00:00;0.0;6;2;8;6683113.0
560765;0.0;5213106;0;0;0;0;1;0;0;0;0;0;0;0;0;05_EIND_070\\complete;560765;EMPTY;560821;2011-08-23 22:45:47;0.05;8;1;22;0.0
560765;0.0;5213106;0;0;0;0;1;0;0;0;0;0;0;0;0;05_EIND_030_1\\complete;560765;EMPTY;560821;2011-08-23 22:45:44;0.0;8;1;22;3.0
560765;0.0;5213106;0;0;0;0;1;0;0;0;0;0;0;0;0;05_EIND_030_2\\complete;560765;EMPTY;560821;2011-08-23 22:45:44;1.88333333333;8;1;22;3.0
560765;0.0;5213106;0;0;0;0;1;0;0;0;0;0;0;0;0;05_EIND_010\\complete;560765;True;560821;2011-08-23 22:43:51;0.116666666667;8;1;22;116.0
560765;0.0;5213106;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_020\\complete;560765;True;560821;2011-08-23 22:43:44;6643.73333333;8;1;22;123.0
560765;0.0;5213106;0;0;0;0;1;0;0;0;0;0;0;0;0;03_GBH_005\\complete;560765;True;560821;2011-08-23 22:43:44;0.0;8;1;22;123.0
560765;0.0;5213106;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_040\\complete;560765;False;560821;2011-08-23 22:43:44;0.0;8;1;22;123.0
560765;0.0;5213106;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_050\\complete;560765;False;560821;2011-08-23 22:43:44;0.0;8;1;22;123.0
560765;0.0;5213106;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_060\\complete;560765;True;560821;2011-08-23 22:43:44;0.0;8;1;22;123.0
560765;0.0;5213106;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_101\\complete;560765;other;560821;2011-08-23 22:43:44;0.0;8;1;22;123.0
560765;0.0;5213106;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_015\\complete;560765;EMPTY;560821;2011-08-23 22:43:44;0.0;8;1;22;123.0
560765;0.0;5213106;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_065_1\\complete;560765;EMPTY;560821;2011-08-23 22:43:44;0.0;8;1;22;123.0
560765;0.0;5213106;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_030_1\\complete;560765;EMPTY;560821;2011-08-23 22:43:44;0.0;8;1;22;123.0
560765;0.0;5213106;0;0;0;0;1;0;0;0;0;0;0;0;0;01_HOOFD_110\\complete;560765;EMPTY;560821;2011-08-23 22:43:44;0.0;8;1;22;123.0
